0x700000 kSramChecksum
0x86ce9b EprojPreInstr_MotherBrainGlassShatteringShard
0x86cefc kEproj_MotherBrainGlassShatteringShard
0x86cf0a kEproj_MotherBrainGlassShatteringSparkle
0x86cf18 kEproj_KiHunterAcidSpitLeft
0x86cf26 kEproj_KiHunterAcidSpitRight
0x86cf90 EprojInit_KiHunterAcidSpitLeft
0x86cfa6 EprojInit_KiHunterAcidSpitRight
0x86cfba EprojInit_KiHunterAcidSpitCommon
0x86cff7 nullsub_95
0x86d02e kEproj_KagosBugs
0x86d088 EprojInit_KagosBugs
0x86d0b3 EprojPreInstr_KagosBugs_Func1
0x86d0ca EprojPreInstr_KagosBugs
0x86d0eb nullsub_302
0x86d0ec EprojPreInstr_D0EC
0x86d128 EprojPreInstr_D128
0x86d15c EprojInstr_D15C
0x86d1b6 EprojInstr_D1B6
0x86d1c7 EprojInstr_D1C7
0x86d1ce EprojInstr_D1CE
0x86d1e4 EprojPreInstr_KagosBugs_Func2
0x86d23a EprojInit_MaridiaFloatersSpikes
0x86d263 EprojPreInstr_MaridiaFloatersSpikes
0x86d298 kEproj_MaridiaFloatersSpikes
0x86d2a6 kEproj_WreckedShipRobotLaserUpLeft
0x86d2b4 kEproj_WreckedShipRobotLaserHorizontal
0x86d2c2 kEproj_WreckedShipRobotLaserDownLeft
0x86d2d0 kEproj_WreckedShipRobotLaserUpRight
0x86d2de kEproj_WreckedShipRobotLaserDownRight
0x86d30c EprojInit_WreckedShipRobotLaserDown
0x86d32e EprojInit_WreckedShipRobotLaserHorizontal
0x86d341 EprojInit_WreckedShipRobotLaserUp
0x86d35b EprojInit_WreckedShipRobotLaserCommon
0x86d3bf EprojPreInstr_WreckedShipRobotLaser
0x86d5e1 EprojInstr_AssignNewN00bTubeShardVelocity
0x86d5f2 EprojInstr_SetN00bTubeShardX
0x86d62a EprojInstr_D62A
0x86d69a EprojInstr_SetXvelRandom
0x86d6a5 EprojInit_N00bTubeCrack
0x86d6c9 EprojInit_N00bTubeShards
0x86d710 kEprojInit_N00bTubeShards_X
0x86d724 kEprojInit_N00bTubeShards_Y
0x86d738 kEprojInit_N00bTubeShards_Xvel
0x86d74c kEprojInit_N00bTubeShards_Yvel
0x86d760 kEprojInit_N00bTubeShards_InstrPtrs
0x86d774 EprojInit_N00bTubeReleasedAirBubbles
0x86d7a7 kEprojInit_N00bTubeReleasedAirBubbles_X
0x86d7b3 kEprojInit_N00bTubeReleasedAirBubbles_Y
0x86d7fd EprojPreInstr_N00bTubeShards
0x86d904 kEproj_N00bTubeCrack
0x86d912 kEproj_N00bTubeShards
0x86d920 kEproj_N00bTubeReleasedAirBubbles
0x86d97e kEprojPreInstr_SpikeShootingPlantSpikes
0x86d9db EprojPreInstr_SpikeShootingPlantSpikes
0x86d9e6 EprojPreInstr_SpikeShootingPlantSpikes_MoveY1
0x86da10 EprojPreInstr_SpikeShootingPlantSpikes_MoveY2
0x86da3a EprojPreInstr_SpikeShootingPlantSpikes_MoveX1
0x86da64 EprojPreInstr_SpikeShootingPlantSpikes_MoveX2
0x86da8e EprojPreInstr_SpikeShootingPlantSpikes_0_MoveX1
0x86da93 EprojPreInstr_SpikeShootingPlantSpikes_2_MoveX2
0x86da98 EprojPreInstr_SpikeShootingPlantSpikes_1_MoveY1
0x86da9d EprojPreInstr_SpikeShootingPlantSpikes_4_MoveY2
0x86daa2 EprojPreInstr_SpikeShootingPlantSpikes_6_MoveX1Y1
0x86daaa EprojPreInstr_SpikeShootingPlantSpikes_8_MoveX1Y2
0x86dab2 EprojPreInstr_SpikeShootingPlantSpikes_7_MoveX2Y1
0x86daba EprojPreInstr_SpikeShootingPlantSpikes_9_MoveX2Y2
0x86dac2 EprojPreInstrHelper_SpikeShootingPlantSpikes_Func1
0x86dace EprojPreInstrHelper_SpikeShootingPlantSpikes_Func2
0x86dafe kEproj_SpikeShootingPlantSpikes
0x86db18 EprojInit_DBF2
0x86db5b EprojPreInstr_DBF2
0x86db62 EprojPreInstr_DBF2_MoveX1
0x86db8c EprojPreInstr_DBF2_MoveX2
0x86dbb6 EprojPreInstr_DBF2_Func1
0x86dbc2 EprojPreInstrHelper_DBF2_Func2
0x86dbf2 Eproj_DBF2
0x86dc5a EprojInstr_DC5A
0x86dc61 EprojInstr_SpawnEnemyDrops_0
0x86dc77 EprojInstr_SpawnSporesEproj
0x86dc8d EprojInit_Spores
0x86dca3 EprojInit_SporeSpawnStalk
0x86dcd4 EprojInit_SporeSpawners
0x86dce6 kEprojInit_SporeSpawners_X
0x86dcee EprojPreInstr_Spores
0x86dd44 nullsub_96
0x86dd45 nullsub_97
0x86dd46 EprojPreInstr_SporeSpawners
0x86dd6c kSporeMovementData
0x86de6c kEproj_SporeSpawnsStalk
0x86de7a kEproj_Spores
0x86de88 kEproj_SporeSpawners
0x86ded6 EprojInit_NamiFuneFireball
0x86df39 EprojPreInstr_NamiFuneFireball
0x86df40 EprojInit_NamiFuneFireball_MoveX1
0x86df6a EprojInit_NamiFuneFireball_MoveX2
0x86df94 Eproj_NamiFuneFireball_After
0x86dfea EprojInstr_DFEA
0x86e000 EprojInit_LavaThrownByLavaman
0x86e050 Eproj_LavaThrownByLavaman_MoveX1
0x86e07a Eproj_LavaThrownByLavaman_MoveX2
0x86e0e0 kEproj_LavaThrownByLavaman
0x86e468 EprojInst_DustCloudOrExplosion
0x86e4a6 EprojInit_EyeDoorSmoke
0x86e4fe EprojPreInstr_DustCloudOrExplosion
0x86e508 EprojPreInstr_nullsub_98
0x86e509 kEproj_DustCloudExplosion
0x86e517 kEproj_EyeDoorSmoke
0x86e525 kEproj_E525
0x86e533 EprojInstr_SetYVel
0x86e5d0 EprojInit_SpawnedShotGate
0x86e5d5 EprojInit_ClosedDownwardsShotGate
0x86e5da EprojInit_ClosedUpwardsShotGate
0x86e5dd EprojInit_SpawnedGate_Common
0x86e604 EprojPreInstr_nullsub_99
0x86e605 EprojPreInstr_E605
0x86e6ad EprojInit_SaveStationElectricity
0x86e6d1 nullsub_100
0x86e6d2 kEproj_SaveStationElectricity
0x86e6e0 CheckIfEprojIsOffScreen
0x86e722 Eproj_FuncE722
0x86e73e Eproj_FuncE73E_MoveXY
0x86e7ab Eproj_AngleToSamus
0x86e9f1 kEprojInit_BotwoonsBody_InstrLists
0x86ea31 EprojInit_BotwoonsBody
0x86ea80 EprojPreInstr_BotwoonsBody
0x86ea98 Eproj_BotwoonsBody_Main
0x86eab4 Eproj_BotwoonsBodyHurtFlashHandling1
0x86ead4 Eproj_BotwoonsBodyHurtFlashHandling2
0x86eaf4 Eproj_BotwonsBodyFunction_Dying
0x86eb04 Eproj_BotwonsBodyFunction_Dying2
0x86eb1f Eproj_BotwonsBodyFunction_DyingFalling
0x86eb93 nullsub_101
0x86eb94 QueueSmallExplosionSfx
0x86eba0 kEproj_BotwoonsBody
0x86ebc6 EprojInit_BotwoonsSpit
0x86ec05 EprojPreInstr_BotwoonsSpit
0x86ec48 kEproj_BotwoonsSpit
0x86ec62 EprojInit_YappingMawsBody
0x86ec94 EprojPreInstr_Empty2
0x86ec95 kEproj_YappingMawsBody
0x86ece3 EprojInstr_ECE3
0x86ed17 EprojInstr_ED17
0x86ee8b EprojInstr_QueueSfx2_9
0x86ee97 EprojInstr_QueueSfx2_24
0x86eea3 EprojInstr_QueueSfx2_B
0x86eeaf EprojInstr_EEAF
0x86ef10 EprojInstr_HandleRespawningEnemy
0x86ef29 EprojInit_F337
0x86ef89 EprojInit_EnemyDeathExplosion
0x86efdf EprojPreInstr_Empty
0x86efe0 EprojPreInstr_Pickup
0x86f0bb Eproj_Pickup_SmallHealth
0x86f0ca Eproj_Pickup_BigHealth
0x86f0d9 Eproj_Pickup_PowerBombs
0x86f0e8 Eproj_Pickup_Missiles
0x86f0f7 Eproj_Pickup_SuperMissiles
0x86f106 RandomDropRoutine
0x86f264 RespawnEnemy
0x86f327 Trampoline_CallEnemyAiPointer_IGNORE
0x86f337 kEproj_Pickup
0x86f345 kEproj_EnemyDeathExplosion
0x86f391 EprojInit_Sparks
0x86f3f0 EprojPreInstr_Sparks
0x86f498 kEproj_Sparks
0x86f4a6 EprojColl_8676_Fixed
0x878000 EnableAnimtiles
0x87800b DisableAnimtiles
0x878016 ClearAnimtiles
0x878027 SpawnAnimtiles
0x878064 AnimtilesHandler
0x878085 ProcessAnimtilesObject
0x8780b2 AnimtilesInstr_Delete
0x8780b7 AnimtilesInstr_Goto
0x8780bc AnimtilesInstr_GotoRel
0x8780d4 AnimtilesInstr_DecrementTimerAndGoto
0x8780dc AnimtilesInstr_DecrementTimerAndGotoRel
0x8780e3 AnimtilesInstr_SetTimer
0x8780ef nullsub_104
0x8780f0 AnimtilesInstr_QueueMusic
0x8780fc AnimtilesInstr_QueueSfx1
0x878108 AnimtilesInstr_QueueSfx2
0x878114 AnimtilesInstr_QueueSfx3
0x878120 AnimtilesInstr_GotoIfBossBitSet
0x878133 AnimtilesInstr_SetBossBit
0x87813f AnimtilesInstr_GotoIfEventHappened
0x878150 AnimtilesInstr_SetEventHappened
0x87815a UNUSED_sub_87815A
0x878162 UNUSED_sub_878162
0x8781ba AnimtilesInstr_WaitUntilAreaBossDead_DoubleRet
0x87824b kAnimtiles_Nothing
0x878251 kAnimtiles_VerticalSpikes
0x878257 kAnimtiles_HorizontalSpikes
0x87825d kAnimtiles_CrateriaLake
0x878263 kAnimtiles_CrateriaLava0
0x878269 kAnimtiles_CrateriaLava1
0x87826f kAnimtiles_WreckedShipScreen
0x878275 kAnimtiles_WreckedShipTradmillRight
0x87827b kAnimtiles_WreckedShipTradmillLeft
0x878281 kAnimtiles_BrinstarMouth
0x878287 kAnimtiles_MaridiaSandCeiling
0x87828d kAnimtiles_MaridiaSandFalling
0x8782ab kAnimtiles_Lava
0x8782c9 kAnimtiles_Acid
0x8782e7 kAnimtiles_Rain
0x8782fd kAnimtiles_Spores
0x878303 AnimtilesInstr_GotoIfBossBitSetInArea
0x878320 AnimtilesInstr_SpawnTourianStatueEyeGlow
0x87832f AnimtilesInstr_SpawnTourianStatueSoul
0x87833e AnimtilesInstr_GotoIfTourianStatueBusy
0x878349 AnimtilesInstr_TourianStatueSetState
0x878352 AnimtilesInstr_TourianStatueClearState
0x87835b AnimtilesInstr_Clear3PaletteColors
0x878372 AnimtilesInstr_SpawnPalfxObj
0x87837f AnimtilesInstr_Write8PaletteColors
0x87839c kAnimtilesInstr_Write8PaletteColors
0x87854c kAnimtiles_TourianStatue_Phantoon
0x878552 kAnimtiles_TourianStatue_Ridley
0x878558 kAnimtiles_TourianStatue_Kraid
0x87855e kAnimtiles_TourianStatue_Draygon
0x87ad64 kTileData_TourianEntranceStatueGhost
0x87b364 kTourianEntranceStatue_TileData
0x888000 LayerBlendingHandler
0x88803e kLayerBlendFuncTable
0x888074 nullsub_9
0x888075 InitializeLayerBlending
0x888090 LayerBlendFunc_4_PhantoonIntro
0x888099 LayerBlendFunc_6
0x8880a2 LayerBlendFunc_8
0x8880ab LayerBlendFunc_A
0x8880b0 LayerBlendFunc_C
0x8880b7 nullsub_10
0x8880b8 LayerBlendFunc_10
0x8880c5 LayerBlendFunc_14
0x8880ca LayerBlendFunc_16
0x8880d9 LayerBlendFunc_1A
0x8880e8 LayerBlendFunc_1C
0x8880f5 LayerBlendFunc_18
0x88810c nullsub_11
0x88810d LayerBlendFunc_26
0x888112 LayerBlendFunc_28
0x88812a LayerBlendFunc_2A
0x888142 LayerBlendFunc_2C
0x888145 LayerBlendFunc_2E
0x88814a LayerBlendFunc_32
0x888153 LayerBlendFunc_34
0x888156 LayerBlendFunc_24
0x88817b HandleLayerBlendingXrayCanShowBlocks
0x8881a4 HandleLayerBlendingXrayCantShowBlocks
0x8881db HandleLayerBlendingXrayFirefleaRoom
0x8881fe HandleLayerBlendingPowerBomb
0x888211 kLayerBlendPowerBombFuncs
0x888219 LayerBlendPowerBombFunc_0
0x88823e LayerBlendPowerBombFunc_4
0x888263 LayerBlendPowerBombFunc_6
0x888288 EnableHdmaObjects
0x888293 DisableHdmaObjects
0x88829e WaitUntilEndOfVblankAndClearHdma
0x8882c1 InitializeSpecialEffectsForNewRoom
0x8883e1 PauseHook_Empty
0x8883e2 UNUSED_sub_8883E2
0x8883f6 UNUSED_sub_8883F6
0x88840a SpawnHdmaObjectToSlot0xA
0x888435 SpawnHdmaObject
0x888477 SpawnHdmaObjectInner
0x8884b8 nullsub_293
0x8884b9 HdmaObjectHandler
0x88851c HdmaobjInstructionHandler
0x888569 HdmaobjInstr_Delete
0x888570 HdmaobjInstr_SetPreInstr
0x888584 HdmaobjInstr_ClearPreInstr
0x88858b HdmaobjInstr_CallFunc
0x88859d HdmaobjInstr_CallFuncWithArg
0x8885b4 HdmaobjInstr_CallFarFunc
0x8885ca Trampoline_loc_8885CA
0x8885cd HdmaobjInstr_CallFarFuncWithArg
0x8885e9 Trampoline_loc_8885E9
0x8885ec HdmaobjInstr_Goto
0x8885f1 HdmaobjInstr_GotoRel
0x888607 HdmaobjInstr_DecrementAndGoto
0x88860f HdmaobjInstr_DecrementAndGotoRel
0x888616 HdmaobjInstr_SetTimer
0x888622 HdmaobjInstr_SetHdmaControl
0x888637 HdmaobjInstr_SetHdmaTarget
0x88864c HdmaobjInstr_SetHdmaTablePtr
0x888655 HdmaobjInstr_SetHdmaTableBank
0x88866a HdmaobjInstr_SetIndirectHdmaDataBank
0x88867f HdmaobjInstr_Skip
0x888682 HdmaobjInstr_Sleep
0x88868c RaiseOrLowerFx
0x8886ef HdmaobjPreInstr_Xray
0x888726 kHdmaobjPreInstr_XrayFuncs
0x888732 HdmaobjPreInstr_XrayFunc0_NoBeam
0x888753 nullsub_2
0x888754 HdmaobjPreInstr_XrayFunc1_BeamWidening
0x8887ab HdmaobjPreInstr_XrayFunc2_FullBeam
0x8887c5 HandleMovingXrayUpDown
0x8887e0 MoveXrayUp
0x888835 MoveXrayDown
0x888896 CalculateXrayHdmaTable
0x888934 HdmaobjPreInstr_XrayFunc3_DeactivateBeam
0x8889ba HdmaobjPreInstr_XrayFunc4_DeactivateBeam
0x888a08 HdmaobjPreInstr_XrayFunc5_DeactivateBeam
0x888aa4 SpawnPowerBombExplosion
0x888b14 Hdmaobj_PreExplodeWhite
0x888b32 Hdmaobj_PreExplodeYellow
0x888b39 Hdmaobj_ExplodeYellow
0x888b47 Hdmaobj_ExplodeWhite
0x888b4e Hdmaobj_CleanUpTryCrystalFlash
0x888b8f HdmaobjPreInstr_PowerBombExplode_SetWindowConf
0x888b98 HdmaobjPreInstr_PowerBombExplode_Stage5_Afterglow
0x888bea CalculatePowerBombHdma_LeftOfScreen
0x888c12 CalculatePowerBombHdma_OnScreen
0x888c3a CalculatePowerBombHdma_RightOfScreen
0x888c62 CalculatePowerBombHdmaObjectTablePtrs
0x888cc6 CalculatePowerBombHdmaScaled_LeftOfScreen
0x888d04 CalculatePowerBombHdmaScaled_OnScreen
0x888d46 CalculatePowerBombHdmaScaled_RightOfScreen
0x888d85 kPowerBombExplosionColors
0x888de5 kPowerBombExplosionRadiusSpeed
0x888de7 kPowerBombExplosionRadiusAccel
0x888de9 HdmaobjPreInstr_PowerBombExplode_ExplosionYellow
0x888eb2 HdmaobjPreInstr_PowerBombExplode_ExplosionWhite
0x888f56 CalculatePowerBombHdmaTablePointers
0x888fba UNUSED_sub_888FBA
0x888ff8 UNUSED_sub_888FF8
0x88903a UNUSED_sub_88903A
0x8890db kPowerBombPreExplosionRadiusSpeed
0x8890dd kPowerBombPreExplosionRadiusAccel
0x8890df HdmaobjPreInstr_PowerBombExplode_PreExplosionWhite
0x8891a8 HdmaobjPreInstr_PowerBombExplode_PreExplosionYellow
0x889246 kPowerBombExplosionShapeDef0
0x88a2a6 SpawnCrystalFlashHdmaObjs
0x88a2e4 CrystalFlashSetupPart1
0x88a309 CrystalFlashSetupPart2
0x88a317 CrystalFlashCleanup
0x88a339 HdmaobjPreInstr_CrystalFlash_CustomLayerBlend
0x88a35d HdmaobjPreInstr_CrystalFlash_Stage2_AfterGlow
0x88a3b7 UNUSED_sub_88A3B7
0x88a3df UNUSED_loc_88A3DF
0x88a407 UNUSED_sub_88A407
0x88a42f CalculateCrystalFlashHdmaObjectTablePtrs
0x88a493 CalculateCrystalFlashHdmaDataTablesScaled_LeftOfScreen
0x88a4d1 CalculateCrystalFlashHdmaDataTablesScaled_OnScreen
0x88a513 CalculateCrystalFlashHdmaDataTablesScaled_RightOfScreen
0x88a552 HdmaobjPreInstr_CrystalFlash_Stage1_Explosion
0x88a61b FxTypeFunc_22_ScrollingSky
0x88a643 HdmaobjPreInstr_FxType22_BG3Yscroll
0x88a66c HdmaobjInstr_SetFlagB
0x88a673 HdmaobjPreInstr_BG3Xscroll
0x88a786 HdmaFunc_A786
0x88a7d8 FxTypeFunc_20
0x88a800 RoomSetupAsm_ScrollingSkyOcean
0x88a81c SetupSomeHdmaTablesBG3
0x88a8c4 DamageSamusInTopRow
0x88ad38 nullsub_105
0x88adb2 HdmaobjPreInstr_SkyLandBG2Xscroll
0x88adba HdmaobjPreInstr_SkyLandBG2Xscroll2
0x88adc2 HdmaobjPreInstr_SkyLandBG2XscrollInner
0x88aec1 kHdmaScrollEntrys
0x88af8d RoomCode_ScrollingSkyLand
0x88af99 RoomMainAsm_ScrollingSkyOcean
0x88afa3 RoomMainAsm_ScrollingSky
0x88b058 kFirefleaFlashingShades
0x88b070 kFirefleaDarknessShades
0x88b07c FxTypeFunc_24
0x88b0bc HdmaobjPreInstr_FirefleaBG3XScroll
0x88b11e UNUSED_sub_88B11E
0x88b17f ExpandingContractingHdmaEffect
0x88b21d HandleEarthquakeSoundEffect
0x88b278 nullsub_106
0x88b279 FxTypeFunc_2_Lava
0x88b2a1 FxTypeFunc_4_Acid
0x88b2c9 FxHandleTide
0x88b341 nullsub_107
0x88b342 nullsub_108
0x88b343 FxRisingFunction_LavaAcid
0x88b367 FxRisingFunction_LavaAcid_WaitToRise
0x88b382 FxRisingFunction_LavaAcid_Raising
0x88b3a1 kLavaSoundEffects
0x88b3a9 HdmaobjInstr_B3A9
0x88b3b0 HdmaobjPreInstr_LavaAcidBG3YScroll
0x88b4ce HdmaobjInstr_SetFlagB_Copy
0x88b4d5 HdmaobjPreInstr_LavaAcidBG2YScroll
0x88b51d Handle_LavaAcidBG2YScroll_Func1
0x88b53b Handle_LavaAcidBG2YScroll_Func2
0x88b5a9 Handle_LavaAcidBG2YScroll_Func3
0x88c3ff FxTypeFunc_6_Water
0x88c428 FxRisingFunction_C428_WaterNormal
0x88c44c FxRisingFunction_WaterWaitToRise
0x88c458 FxRisingFunction_WaterRising
0x88c467 HdmaobjInstr_SetFlagB_Copy2
0x88c48e HdmaobjPreInstr_WaterBG3XScroll
0x88c582 HdmaobjInstr_SetFlagB_Copy3
0x88c589 HdmaobjPreInstr_WaterBG2XScroll
0x88c5e4 HdmaobjPreInstr_WaterBG2XScroll_Func2
0x88c636 HdmaobjPreInstr_WaterBG2XScroll_Func1
0x88d865 SpawnBG3ScrollHdmaObject
0x88d86e nullsub_109
0x88d8de FxTypeFunc_28_CeresRidley
0x88d8ef nullsub_110
0x88d928 FxTypeFunc_CeresElevator
0x88d931 nullsub_111
0x88d949 HdmaobjInstr_SetVideoMode1
0x88d950 FxTypeFunc_A_Rain
0x88d981 HdmaobjInstr_1938_RandomNumber
0x88d9a1 HdmaobjPreInstr_RainBg3Scroll
0x88da11 FxTypeFunc_8_Spores
0x88da47 HdmaobjPreInstr_SporesBG3Xscroll
0x88db08 FxTypeFunc_C
0x88db2e nullsub_112
0x88db36 HdmaobjPreInstr_FogBG3Scroll
0x88db8a FxTypeFunc_26_TourianEntranceStatue
0x88dbd7 HdmaobjPreInstr_CheckLotsOfEventsHappened
0x88dc23 HdmaobjPreInstr_DC23
0x88dc69 HdmaobjPreInstr_DC69
0x88dcba HdmaobjPreInstr_DCBA
0x88dccb HdmaobjInstr_GotoIfEventHappened
0x88dd32 SpawnBombTorizoHaze
0x88dd43 HdmaobjPreInstr_BombTorizoHazeColorMathBgColor
0x88ddc7 FxTypeFunc_2C_Haze
0x88de10 HdmaobjPreInstr_HazeColorMathSubscreen_CeresRidleyAlive
0x88de15 HdmaobjPreInstr_HazeColorMathSubscreen_CeresRidleyDead
0x88de2d HdmaobjPreInstr_HazeColorMathSubscreen_FadingIn
0x88de74 HdmaobjPreInstr_HazeColorMathSubscreen_FadedIn
0x88de96 HdmaobjPreInstr_HazeColorMathSubscreen_FadingOut
0x88df91 nullsub_113
0x88df92 nullsub_114
0x88df93 nullsub_115
0x88df94 HdmaobjPreInstr_DF94
0x88e026 HdmaobjPreInstr_VariaSuitPickup
0x88e05c HdmaobjPreInstr_GravitySuitPickup
0x88e092 VariaSuitPickup_0_LightBeamAppears
0x88e0d7 VariaSuitPickup_1
0x88e113 VariaSuitPickup_2_LightBeamWidens
0x88e1ba VariaSuitPickup_4_LightBeamShrinks
0x88e22b VariaSuitPickup_5_LightBeamDissipates
0x88e258 VariaSuitPickup_6
0x88e25f GravitySuitPickup_6
0x88e2b4 AdvanceSuitPickupColorMathSubscreenToWhite
0x88e2f9 AdvanceSuitPickupColorMathToOrange
0x88e320 VariaSuitPickup_3
0x88e361 GravitySuitPickup_3
0x88e3a2 AdvanceSuitPickupColorMathToBlue
0x88e449 HdmaobjPreInstr_E449
0x88e4bd HdmaobjInstr_E4BD
0x88e567 HdmaobjPreInstr_E567
0x88e71e MotherBrainRisingHdmaObject
0x88e726 nullsub_357
0x88e748 SpawnMotherBrainRainbowBeamHdma
0x88e767 InitializeRainbowBeam
0x88e7bc HdmaobjPreInstr_E7BC
0x88e8d9 SpawnMorphBallEyeBeamHdma
0x88e917 HdmaobjInstr_InitMorphBallEyeBeamHdma
0x88e9e6 HdmaobjPreInstr_E9E6
0x88ea3c HdmaobjPreInstr_EA3C
0x88eacb HdmaobjPreInstr_EACB
0x88eb58 SpawnTitleScreenGradientObjs
0x88eb9f HdmaobjInsr_ConfigTitleSequenceGradientHDMA
0x88ebb0 HdmaobjPreInstr_Backdrop_TitleSequenceGradient
0x88ebd2 HdmaobjPreInstr_ColorMathControlB_TitleGradient
0x88ebf0 SpawnIntroCutsceneCrossfadeHdma
0x88ec1d HdmaobjPreInstr_IntroCutsceneCrossfade
0x88ec3b CinematicFunction_Intro_Func133
0x88ec9f HdmaobjInstr_EC9F_ClearVars
0x88ecb6 HdmaobjPreInstr_ECB6
0x898000 kItemPlmGraphics_Bombs
0x898100 kItemPlmGraphics_GravitySuit
0x898200 kItemPlmGraphics_SpringBall
0x898300 kItemPlmGraphics_VariaSuit
0x898400 kItemPlmGraphics_HiJump
0x898500 kItemPlmGraphics_ScrewAttack
0x898600 kItemPlmGraphics_SpaceJump
0x898700 kItemPlmGraphics_MorphBall
0x898800 kItemPlmGraphics_GrappleBeam
0x898900 kItemPlmGraphics_XrayScope
0x898a00 kItemPlmGraphics_SpeedBooster
0x898b00 kItemPlmGraphics_ChargeBeam
0x898c00 kItemPlmGraphics_IceBeam
0x898d00 kItemPlmGraphics_WaveBeam
0x898e00 kItemPlmGraphics_PlasmaBeam
0x898f00 kItemPlmGraphics_SpazerBeam
0x899000 kItemPlmGraphics_ReserveTank
0x899800 kIndirectHdmaTable_PowerBombExplodeLeft
0x89a101 kIndirectHdmaTable_PowerBombExplodeRight
0x89ab02 LoadFxEntry
0x89ab82 LoadFXHeader
0x89acc3 RoomCode_CeresElevatorShaft
0x8a8000 kLayer3LavaTilemap
0x8a8840 kLayer3AcidTilemap
0x8a9080 kLayer3WaterTilemap
0x8a98c0 kLayer3SporesTilemap
0x8aa100 kLayer3RainTilemap
0x8aa940 kLayer3FogTilemap
0x8ab180 kLayer3ScrollingSkyTilemap_0
0x8ab980 kLayer3ScrollingSkyTilemap_1
0x8ac180 kLayer3ScrollingSkyTilemap_2
0x8ac980 kLayer3ScrollingSkyTilemap_3
0x8ad180 kLayer3ScrollingSkyTilemap_4
0x8ad980 kLayer3ScrollingSkyTilemap_5
0x8ae180 kLayer3ScrollingSkyTilemap_6
0x8b8000 SetupPpuForTitleSequence
0x8b80da SetupPpu_Intro
0x8b819b SetupPpu_3_Mode7
0x8b8230 SetupPpu_4_Mode1
0x8b8293 SetupPpu_5_Mode7
0x8b833a SetupPpu_6_Mode1
0x8b83d3 SetupPpu_7_Mode1
0x8b8488 UNUSED_Mode7TransformWithController
0x8b8518 HandleMode7TransformationNoRotation
0x8b8532 HandleMode7TransformationMatrix
0x8b858f Smult16x16Shr16
0x8b85ee Umult16x16Shr16
0x8b8666 HandleFadeIn_
0x8b866b SetPpuBackdropSomeColor
0x8b8682 SetPpuBackdropBlack
0x8b8697 nullsub_5
0x8b8698 UNUSED_DebugDisplayVersionInfo
0x8b87a0 UpdateCinematicBgTilemap
0x8b87d3 UpdateSamusEyesTilemap
0x8b8806 CinematicUpdateSomeBg
0x8b8839 ProcessCinematicBgObject
0x8b8849 ProcessCinematicBgObject_Nothing
0x8b884d ProcessCinematicBgObject_DrawChar
0x8b88b7 ProcessCinematicBgObject_DrawToTextTilemap
0x8b88fd ProcessCinematicBgObject_DrawToBgTilemap
0x8b8943 CinematicGetTilemapOffsetForTile
0x8b896b ProcessCinematicBgObject_Unk1
0x8b89cf ProcessCinematicBgObject_Unk2
0x8b8a2c Mult0x80Add
0x8b8a52 Samus_CalcPos_Mode7
0x8b8ad9 CalcExplosion_Mode7
0x8b8b66 CalcCeresSteamPos_Mode7
0x8b8be9 CopyPalettesToFadingPalettes
0x8b8c09 DecomposePaletteDataForFading
0x8b8c5e ClearYColorsFromIndexX
0x8b8c83 FadeOutYColorsFromIndexX
0x8b8cb2 FadeInYColorsFromIndexX
0x8b8cea ComposeFadingPalettes
0x8b8d23 CinematicFunction_Intro_Func20
0x8b8de6 TransferJapaneseTextTilesToVram
0x8b8e0d HandleSamusDuringIntro
0x8b8e2d DrawIntroSprites
0x8b8e52 CalcSinCos
0x8b8ea3 CalcSinMult
0x8b8ed9 MoveUnusedSpritesOffScreen_IGNORE
0x8b8f26 kMoveUnusedSpritesMasks
0x8b90b8 AdvanceFastScreenFadeOut
0x8b90d5 AdvanceSlowScreenFadeOut
0x8b9100 AdvanceFastScreenFadeIn
0x8b911b AdvanceSlowScreenFadeIn
0x8b9146 InitializeIoDisplayLogo
0x8b936b AddNintentoLogoToOam
0x8b938a SpawnCinematicSpriteObject
0x8b93a2 SpawnCinematicSpriteObjectToR18
0x8b93ac SpawnCimenaticSpriteObjectInner
0x8b93d9 CinematicFunction_nullsub_116
0x8b93da ClearCinematicSprites
0x8b93ef HandleCinematicSprites
0x8b9409 ProcessCinematicSpriteInstructionList
0x8b9438 CinematicSprInstr_Delete
0x8b9442 CinematicSprInstr_Sleep
0x8b944c CinematicSprInstr_SetPreInstr
0x8b9457 CinematicSprInstr_ClearPreInstr
0x8b945f CinematicFunction_nullsub_298
0x8b9460 CinematicSprInstr_CallFunc
0x8b947b Trampoline_loc_8B947B
0x8b947e CinematicSprInstr_CallFuncWithArg
0x8b949f Trampoline_loc_8B949F
0x8b94a2 CinematicSprInstr_GotoRel
0x8b94bc CinematicSprInstr_Goto
0x8b94c3 CinematicSprInstr_DecTimerGoto
0x8b94cd CinematicSprInstr_DecTimerGotoRel
0x8b94d6 CinematicSprInstr_SetTimer
0x8b94e4 SpawnMode7Object
0x8b951d HandleMode7Objects
0x8b9537 ProcessMode7ObjectInstructions
0x8b956b Mode7Instr_Delete
0x8b9572 Mode7Instr_SetPreInstr
0x8b957d Mode7Instr_ClearPreInstr
0x8b9586 Mode7Instr_Goto
0x8b958d Mode7Instr_DecTimerAndGoto
0x8b9597 Mode7Instr_SetTimer
0x8b95a2 EnableCinematicBgObjects
